상가업소번호,가게명,키워드,갯수,행정동,업종,리뷰
MA010120220807415778,개미집 신촌점,나쁜 어조,1.0,신촌동,한식,들어가자마자 아르바이트생이 굉장히 기분 나쁜 어조로 자리를 배정함. 내 돈주고 눈치를 봐야하나 싶을 정도로 심했음.
MA010120220807415778,개미집 신촌점,낙지,1.0,신촌동,한식,"낙지볶음은 뭐 보통맛이예요.(엄청 맛있었다면 딴건 그러려니 넘어갔을텐데 말이죠) 모든게 너무 거슬려서 뭘 먹고 나왔는지도 모르겠고, 돈만 아깝네요ㅠㅠ"
MA010120220807415778,개미집 신촌점,거슬리는,1.0,신촌동,한식,"낙지볶음은 뭐 보통맛이예요.(엄청 맛있었다면 딴건 그러려니 넘어갔을텐데 말이죠) 모든게 너무 거슬려서 뭘 먹고 나왔는지도 모르겠고, 돈만 아깝네요ㅠㅠ"
MA010120220807415778,개미집 신촌점,낙곱새,8.0,신촌동,한식,낙곱새 맛좋음
MA010120220807415778,개미집 신촌점,맛있는,6.0,신촌동,한식,개미집 보통 양이적어 아쉬운데 신촌점은 양 정말 많고 맛있습니당 ㅎㅎ
MA010120220807415778,개미집 신촌점,적은,1.0,신촌동,한식,개미집 보통 양이적어 아쉬운데 신촌점은 양 정말 많고 맛있습니당 ㅎㅎ
MA010120220807415778,개미집 신촌점,낙지집,2.0,신촌동,한식,"1/31 점심 방문. 들어가자마자 아르바이트생이 굉장히 기분 나쁜 어조로 자리를 배정함. 내 돈주고 눈치를 봐야하나 싶을 정도로 심했음. 이후, 낙곱새 주문을 함. 아르바이트생 뿐만 아니라 사장인지 주방장인지 모르겠는데 뚜껑은 자기가 알아서 하겠다고 건드리지말고 시키는대로 하라는 식으로 얘기함. 애초에 나왔을때부터 안내하던가. 사람도 없었음ㅋㅋ 맛에 대한 평가는 하지 않겠음. 이미 아르바이트생과 주인의 손님에 대한 태도에 맛이고 뭐고 느껴지지 않음. 정말 맛있는 음식도 이렇게 더럽게 맛업게 먹게 할 수 있겠구나 싶을 수준의 서비스 및 사람을 대하는 태도임. 여기 말고 신촌역쪽에 있는 낙지집을 가야겠음."
MA010120220807415778,개미집 신촌점,낙곱새 주문,1.0,신촌동,한식,"1/31 점심 방문. 들어가자마자 아르바이트생이 굉장히 기분 나쁜 어조로 자리를 배정함. 내 돈주고 눈치를 봐야하나 싶을 정도로 심했음. 이후, 낙곱새 주문을 함. 아르바이트생 뿐만 아니라 사장인지 주방장인지 모르겠는데 뚜껑은 자기가 알아서 하겠다고 건드리지말고 시키는대로 하라는 식으로 얘기함. 애초에 나왔을때부터 안내하던가. 사람도 없었음ㅋㅋ 맛에 대한 평가는 하지 않겠음. 이미 아르바이트생과 주인의 손님에 대한 태도에 맛이고 뭐고 느껴지지 않음. 정말 맛있는 음식도 이렇게 더럽게 맛업게 먹게 할 수 있겠구나 싶을 수준의 서비스 및 사람을 대하는 태도임. 여기 말고 신촌역쪽에 있는 낙지집을 가야겠음."
MA010120220812191505,건륭산시도삭면 신촌본점,소고기,5.0,신촌동,중식,"특색고기찜이 메뉴판에 없어서 없어진 줄 알고 당황했는데, 직원분께 말씀드리니 주문 가능했어요,, 특색고기찜 부드럽고 쫄깃해서 너무 맛있어요 소고기도삭면도 정말 맛있어요"
MA010120220812191505,건륭산시도삭면 신촌본점,고기,4.0,신촌동,중식,"특색고기찜이 메뉴판에 없어서 없어진 줄 알고 당황했는데, 직원분께 말씀드리니 주문 가능했어요,, 특색고기찜 부드럽고 쫄깃해서 너무 맛있어요 소고기도삭면도 정말 맛있어요"
MA010120220812191505,건륭산시도삭면 신촌본점,특색 고기 찜,3.0,신촌동,중식,"특색고기찜이 메뉴판에 없어서 없어진 줄 알고 당황했는데, 직원분께 말씀드리니 주문 가능했어요,, 특색고기찜 부드럽고 쫄깃해서 너무 맛있어요 소고기도삭면도 정말 맛있어요"
MA010120220812191505,건륭산시도삭면 신촌본점,특색,3.0,신촌동,중식,"특색고기찜이 메뉴판에 없어서 없어진 줄 알고 당황했는데, 직원분께 말씀드리니 주문 가능했어요,, 특색고기찜 부드럽고 쫄깃해서 너무 맛있어요 소고기도삭면도 정말 맛있어요"
MA010120220812191505,건륭산시도삭면 신촌본점,찜,3.0,신촌동,중식,"특색고기찜이 메뉴판에 없어서 없어진 줄 알고 당황했는데, 직원분께 말씀드리니 주문 가능했어요,, 특색고기찜 부드럽고 쫄깃해서 너무 맛있어요 소고기도삭면도 정말 맛있어요"
MA010120220812191505,건륭산시도삭면 신촌본점,맛있는,23.0,신촌동,중식,오 이집 맛있다  국물맛있음ㅎㅎㅎ
MA010120220812191505,건륭산시도삭면 신촌본점,볶음면,3.0,신촌동,중식,양도 많고 원래볶음도삭면이 마라맛도 가능했는데 이제는 한가지만 하시는거 같아요아쉽긴한데 그냥볶음면도 넘 맛있더라고요 소고기도삭면도 맛있어요 중국요리 좋아하시는 분들은 좋아할거같아요
MA010120220812191505,건륭산시도삭면 신촌본점,마라,3.0,신촌동,중식,양도 많고 원래볶음도삭면이 마라맛도 가능했는데 이제는 한가지만 하시는거 같아요아쉽긴한데 그냥볶음면도 넘 맛있더라고요 소고기도삭면도 맛있어요 중국요리 좋아하시는 분들은 좋아할거같아요
MA010120220812191505,건륭산시도삭면 신촌본점,도삭면,13.0,신촌동,중식,도삭면도 굿맛이고 요리가 특히 최고네요 :)
MA010120220812191505,건륭산시도삭면 신촌본점,딤섬,3.0,신촌동,중식,도삭면 우육면 맛있고 딤섬도 맛있어요볶음면은 쏘쏘하네요
MA010120220807134605,계백집 현대백화점 신촌점,점심,4.0,신촌동,한식,친구랑 점심 먹으러. 샤브샤브먹는다 30분넘게 기다려서ㅜㅠ
MA010120220807134605,계백집 현대백화점 신촌점,샤브샤브,3.0,신촌동,한식,친구랑 점심 먹으러. 샤브샤브먹는다 30분넘게 기다려서ㅜㅠ
MA010120220807134605,계백집 현대백화점 신촌점,좁은,1.0,신촌동,한식,점심시간이라 사람이 많아서 식사하는데 뒤에서 쪄다보고 있어서 부담스러웠지만 음식 맛있게 잘 먹었어요. 자리가 조금 좁았지만 혼자 샤브샤브 먹기에 좋아요.
MA010120220807134605,계백집 현대백화점 신촌점,부담스러운,1.0,신촌동,한식,점심시간이라 사람이 많아서 식사하는데 뒤에서 쪄다보고 있어서 부담스러웠지만 음식 맛있게 잘 먹었어요
MA010120220807134605,계백집 현대백화점 신촌점,식사,2.0,신촌동,한식,"점심시간 방문이라 기다렸지만, 자리가 나면 빠르게 정리하고, 식사할 수 있도록 준비해주셔서 좋았어요."
MA010120220807134605,계백집 현대백화점 신촌점,점심시간,2.0,신촌동,한식,"점심시간 방문이라 기다렸지만, 자리가 나면 빠르게 정리하고, 식사할 수 있도록 준비해주셔서 좋았어요."
MA010120220807134605,계백집 현대백화점 신촌점,빠른,1.0,신촌동,한식,"점심시간 방문이라 기다렸지만, 자리가 나면 빠르게 정리하고, 식사할 수 있도록 준비해주셔서 좋았어요"
MA010120220807134605,계백집 현대백화점 신촌점,맛있는 닭샤브,2.0,신촌동,한식,"얼큰도 맛있었는데, 기본맑은육수도 맛있네요. 닭샤브가 더 나은거같아요  소고기가 질겼어요"
MA010120220807134605,계백집 현대백화점 신촌점,소고기,1.0,신촌동,한식,"얼큰도 맛있었는데, 기본맑은육수도 맛있네요. 닭샤브가 더 나은거같아요  소고기가 질겼어요"
MA010120220807134605,계백집 현대백화점 신촌점,맛있는,3.0,신촌동,한식,"얼큰도 맛있었는데, 기본맑은육수도 맛있네요."
MA010120220813727652,고기랑,맛있는,13.0,신촌동,한식,오겹살이랑갈비 묵었는데 맛있었어요 ㅎㅎ 소주 3병깜
MA010120220813727652,고기랑,강추,4.0,신촌동,한식,양 많고 푸짐하고 가성비가 넘 좋아요! 회식으로도 강추합니다
MA010120220813727652,고기랑,가성비,2.0,신촌동,한식,양 많고 푸짐하고 가성비가 넘 좋아요! 회식으로도 강추합니다
MA010120220813727652,고기랑,친절한,8.0,신촌동,한식,사장님이 엄청 친절하셔요 덕분에 맛있게 잘 먹었습니다!
MA010120220813727652,고기랑,친절한 사장님,3.0,신촌동,한식,사장님 넘 친절하시고 수제돼지갈비 맛있어요 굿굿
MA010120220813727652,고기랑,고기,3.0,신촌동,한식,고기 신선하고 좋아요! 숯불 고기는 역시 크……… 고기 질이 좋아서 그런지 살살 녹네요. 코리안 비비큐 최고… 그리고 냉면 꼭 드세요. 화장품 맛 일절 안나는 맛있다 는 냉면이랍니당! 아쉬운점은 고기 먹고 냉면 값이 더 싸고 그런 건 없다는 것..! 화장실 깨끗해요! 사장님 친절하십니다 :)
MA010120220813727652,고기랑,단체,4.0,신촌동,한식,가브리살 먹자마자 입터져서 그대로 오겹살 육회 돼지갈비에 된장찌개에 밥까지 먹고왔어요. 가게도 넓어서 단체 모임하기 좋아 보여요 무엇보다 테이블이 넓어서 밥먹는데 정말 편하게 먹고왔습니다 배터진다 진짜
MA010120220813727652,고기랑,밥,3.0,신촌동,한식,가브리살 먹자마자 입터져서 그대로 오겹살 육회 돼지갈비에 된장찌개에 밥까지 먹고왔어요. 가게도 넓어서 단체 모임하기 좋아 보여요 무엇보다 테이블이 넓어서 밥먹는데 정말 편하게 먹고왔습니다 배터진다 진짜
MA010120220813727652,고기랑,돼지갈비,3.0,신촌동,한식,가브리살 먹자마자 입터져서 그대로 오겹살 육회 돼지갈비에 된장찌개에 밥까지 먹고왔어요. 가게도 넓어서 단체 모임하기 좋아 보여요 무엇보다 테이블이 넓어서 밥먹는데 정말 편하게 먹고왔습니다 배터진다 진짜
MA010120220813727652,고기랑,넓은,3.0,신촌동,한식,가브리살 먹자마자 입터져서 그대로 오겹살 육회 돼지갈비에 된장찌개에 밥까지 먹고왔어요. 가게도 넓어서 단체 모임하기 좋아 보여요 무엇보다 테이블이 넓어서 밥먹는데 정말 편하게 먹고왔습니다 배터진다 진짜
MA010120220800589616,고냉지,사진,3.0,신촌동,한식,음식이 너무 맛있어 보여 사진을 찍기도 전에 허겁지겁 다 먹어버렸네요.. 사장님도 너무너무 친절하시고 음식도 짱짱 맛있습니다  보쌈이 지인짜!! 최고에요 사장님 대박나세요
MA010120220800589616,고냉지,맛있는,15.0,신촌동,한식,음식이 깔끔하고 속이 시원한 진한 맛이 납니다.다시 찾고 싶은 곳입니다. 2인이상 식사 가능해요
MA010120220800589616,고냉지,친절한,6.0,신촌동,한식,"위치: 서울 서대문구 대현동에 위치한 밥집.접근성: 2호선 이대역과 경의중앙선 신촌역에서 가까움웨이팅: 없었음.분위기: 작은 않은 크기에 깨끗하고 친절함.가성비: 상맛: 고냉지정식 2인, 계란말이 주문. 정식 주문 시 김치찌개, 보쌈, 비빔밥을 푸짐하게 먹을 수 있다. 간이 세지 않고 집밥의 느낌이 강하고 라면사리와 밥이 무한리필이라고 한다. 계란말이는 솔직히 맛과 비쥬얼이 일반적이어서 가격이 비싼 느낌이 든다."
MA010120220800589616,고냉지,푸짐한,2.0,신촌동,한식,양 많고 푸짐하고 가성비가 넘 좋아요! 회식으로도 강추합니다
MA010120220800589616,고냉지,김치찌개,10.0,신촌동,한식,김치찌개최곱니다
MA010120220800589616,고냉지,계란말이,6.0,신촌동,한식,계란말이 최고
MA010120220800589616,고냉지,비빔밥,4.0,신촌동,한식,"밥이 먹고 싶어서 서치하다가 방문하게 된 집~.~김치찌개에 다양한 옵션 선택이 가능하고 밥과 라면이 무한리필이며 밥은 또 비빔밥을 해먹을 수 있는게 장점이다. 근데 김치찌개 옵션을 all돼지로 했는데도 찌개 안의 고기가 충분치 않은 느낌이라 아쉬웠음... 정식이 그냥 김찌 메뉴보다 7천원 비싼데 보쌈 딱 다섯조각인 것두 쪼꿈 아쉬웠달찌.... 다음에 가면 그냥 김치찌개로, 아싸리 옵션 여러 가지로 선택해서 먹을 것 같다그래도 서울 물가에 이정도 가격에 이정도 구성이면 매우 혜자인듯... 연세대 다녔으면 자주 갔을 것 같음!"
MA010120220800589616,고냉지,보쌈,4.0,신촌동,한식,"밥이 먹고 싶어서 서치하다가 방문하게 된 집~.~김치찌개에 다양한 옵션 선택이 가능하고 밥과 라면이 무한리필이며 밥은 또 비빔밥을 해먹을 수 있는게 장점이다. 근데 김치찌개 옵션을 all돼지로 했는데도 찌개 안의 고기가 충분치 않은 느낌이라 아쉬웠음... 정식이 그냥 김찌 메뉴보다 7천원 비싼데 보쌈 딱 다섯조각인 것두 쪼꿈 아쉬웠달찌.... 다음에 가면 그냥 김치찌개로, 아싸리 옵션 여러 가지로 선택해서 먹을 것 같다그래도 서울 물가에 이정도 가격에 이정도 구성이면 매우 혜자인듯... 연세대 다녔으면 자주 갔을 것 같음!"
MA010120220800589616,고냉지,밥,3.0,신촌동,한식,"밥이 먹고 싶어서 서치하다가 방문하게 된 집~.~김치찌개에 다양한 옵션 선택이 가능하고 밥과 라면이 무한리필이며 밥은 또 비빔밥을 해먹을 수 있는게 장점이다. 근데 김치찌개 옵션을 all돼지로 했는데도 찌개 안의 고기가 충분치 않은 느낌이라 아쉬웠음... 정식이 그냥 김찌 메뉴보다 7천원 비싼데 보쌈 딱 다섯조각인 것두 쪼꿈 아쉬웠달찌.... 다음에 가면 그냥 김치찌개로, 아싸리 옵션 여러 가지로 선택해서 먹을 것 같다그래도 서울 물가에 이정도 가격에 이정도 구성이면 매우 혜자인듯... 연세대 다녔으면 자주 갔을 것 같음!"
MA010120220800589616,고냉지,아쉬운,2.0,신촌동,한식,"밥이 먹고 싶어서 서치하다가 방문하게 된 집~.~김치찌개에 다양한 옵션 선택이 가능하고 밥과 라면이 무한리필이며 밥은 또 비빔밥을 해먹을 수 있는게 장점이다. 근데 김치찌개 옵션을 all돼지로 했는데도 찌개 안의 고기가 충분치 않은 느낌이라 아쉬웠음... 정식이 그냥 김찌 메뉴보다 7천원 비싼데 보쌈 딱 다섯조각인 것두 쪼꿈 아쉬웠달찌.... 다음에 가면 그냥 김치찌개로, 아싸리 옵션 여러 가지로 선택해서 먹을 것 같다그래도 서울 물가에 이정도 가격에 이정도 구성이면 매우 혜자인듯... 연세대 다녔으면 자주 갔을 것 같음!"
MA010120220812875850,고래고래신촌점,회,3.0,신촌동,한식,회랑 해산물 먹었는데 해산물은 별로에요  그리고 사장님이 무뚝뚝하고 안친절해요
MA010120220812875850,고래고래신촌점,친절한,3.0,신촌동,한식,회랑 해산물 먹었는데 해산물은 별로에요  그리고 사장님이 무뚝뚝하고 안친절해요
